operateur,id_support,technologie,adresse0,adresse1,adresse2,adresse3,code_postal,coordonnees,statut,statut_last,statut_old
FREE MOBILE,2803383,LTE 2600,,14 RUE GASTON MONMOUSSEAU,,,94200,"48.805833333333, 2.379444444444",,Projet approuvé,
FREE MOBILE,2803383,UMTS 900,,14 RUE GASTON MONMOUSSEAU,,,94200,"48.805833333333, 2.379444444444",,Projet approuvé,
FREE MOBILE,2803383,5G NR 700,,14 RUE GASTON MONMOUSSEAU,,,94200,"48.805833333333, 2.379444444444",,Projet approuvé,
FREE MOBILE,2803385,LTE 700,,11 rue des tilleuls,D19,,94700,"48.812222222222, 2.430555555556",,Projet approuvé,
FREE MOBILE,2803385,LTE 1800,,11 rue des tilleuls,D19,,94700,"48.812222222222, 2.430555555556",,Projet approuvé,
FREE MOBILE,2803385,LTE 2100,,11 rue des tilleuls,D19,,94700,"48.812222222222, 2.430555555556",,Projet approuvé,
FREE MOBILE,2803385,LTE 2600,,11 rue des tilleuls,D19,,94700,"48.812222222222, 2.430555555556",,Projet approuvé,
FREE MOBILE,2803385,UMTS 900,,11 rue des tilleuls,D19,,94700,"48.812222222222, 2.430555555556",,Projet approuvé,
FREE MOBILE,2803385,5G NR 700,,11 rue des tilleuls,D19,,94700,"48.812222222222, 2.430555555556",,Projet approuvé,
FREE MOBILE,2803766,LTE 2100,LOTHAN,PROCHE KERSEVEON,Près rue des Voiliers,,29340,"47.824166666667, -3.726944444444",,Projet approuvé,
FREE MOBILE,2803766,LTE 2600,LOTHAN,PROCHE KERSEVEON,Près rue des Voiliers,,29340,"47.824166666667, -3.726944444444",,Projet approuvé,
FREE MOBILE,2803766,LTE 700,LOTHAN,PROCHE KERSEVEON,Près rue des Voiliers,,29340,"47.824166666667, -3.726944444444",,Projet approuvé,
FREE MOBILE,2803766,LTE 1800,LOTHAN,PROCHE KERSEVEON,Près rue des Voiliers,,29340,"47.824166666667, -3.726944444444",,Projet approuvé,
FREE MOBILE,2803766,UMTS 900,LOTHAN,PROCHE KERSEVEON,Près rue des Voiliers,,29340,"47.824166666667, -3.726944444444",,Projet approuvé,
FREE MOBILE,2803766,5G NR 700,LOTHAN,PROCHE KERSEVEON,Près rue des Voiliers,,29340,"47.824166666667, -3.726944444444",,Projet approuvé,
FREE MOBILE,2803773,LTE 2600,SAINT ROCH,Le moulin St Roch Bt M1,La Coudoulière,,13117,"43.408055555556, 5.038888888889",,Projet approuvé,
FREE MOBILE,2803773,LTE 700,SAINT ROCH,Le moulin St Roch Bt M1,La Coudoulière,,13117,"43.408055555556, 5.038888888889",,Projet approuvé,
FREE MOBILE,2803773,LTE 1800,SAINT ROCH,Le moulin St Roch Bt M1,La Coudoulière,,13117,"43.408055555556, 5.038888888889",,Projet approuvé,
FREE MOBILE,2803773,LTE 2100,SAINT ROCH,Le moulin St Roch Bt M1,La Coudoulière,,13117,"43.408055555556, 5.038888888889",,Projet approuvé,
FREE MOBILE,2803773,UMTS 900,SAINT ROCH,Le moulin St Roch Bt M1,La Coudoulière,,13117,"43.408055555556, 5.038888888889",,Projet approuvé,
FREE MOBILE,2803773,5G NR 700,SAINT ROCH,Le moulin St Roch Bt M1,La Coudoulière,,13117,"43.408055555556, 5.038888888889",,Projet approuvé,
FREE MOBILE,2803780,LTE 2600,LES PRES NEUFS,ZI DES PRADEAUX,,,13850,"43.439166666667, 5.541111111111",,Projet approuvé,
FREE MOBILE,2803780,LTE 700,LES PRES NEUFS,ZI DES PRADEAUX,,,13850,"43.439166666667, 5.541111111111",,Projet approuvé,
FREE MOBILE,2803780,LTE 1800,LES PRES NEUFS,ZI DES PRADEAUX,,,13850,"43.439166666667, 5.541111111111",,Projet approuvé,
FREE MOBILE,2803780,LTE 2100,LES PRES NEUFS,ZI DES PRADEAUX,,,13850,"43.439166666667, 5.541111111111",,Projet approuvé,
FREE MOBILE,2803780,UMTS 900,LES PRES NEUFS,ZI DES PRADEAUX,,,13850,"43.439166666667, 5.541111111111",,Projet approuvé,
FREE MOBILE,2803780,5G NR 700,LES PRES NEUFS,ZI DES PRADEAUX,,,13850,"43.439166666667, 5.541111111111",,Projet approuvé,
FREE MOBILE,2803784,LTE 700,LA COURTOISIE,RUE DE LA PREVOSTE,,,22130,"48.509722222222, -2.119444444444",,Projet approuvé,
FREE MOBILE,2803784,LTE 1800,LA COURTOISIE,RUE DE LA PREVOSTE,,,22130,"48.509722222222, -2.119444444444",,Projet approuvé,
FREE MOBILE,2803784,LTE 2100,LA COURTOISIE,RUE DE LA PREVOSTE,,,22130,"48.509722222222, -2.119444444444",,Projet approuvé,
FREE MOBILE,2803784,LTE 2600,LA COURTOISIE,RUE DE LA PREVOSTE,,,22130,"48.509722222222, -2.119444444444",,Projet approuvé,
FREE MOBILE,2803784,UMTS 900,LA COURTOISIE,RUE DE LA PREVOSTE,,,22130,"48.509722222222, -2.119444444444",,Projet approuvé,
FREE MOBILE,2803784,5G NR 700,LA COURTOISIE,RUE DE LA PREVOSTE,,,22130,"48.509722222222, -2.119444444444",,Projet approuvé,
FREE MOBILE,2803791,LTE 2600,LES GRANDES CORVEES,CHEMIN D EXPLOITATION DU CHEMIN DE FER,D70,,57580,"49.012777777778, 6.501111111111",,Projet approuvé,
FREE MOBILE,2803791,LTE 700,LES GRANDES CORVEES,CHEMIN D EXPLOITATION DU CHEMIN DE FER,D70,,57580,"49.012777777778, 6.501111111111",,Projet approuvé,
FREE MOBILE,2803791,LTE 1800,LES GRANDES CORVEES,CHEMIN D EXPLOITATION DU CHEMIN DE FER,D70,,57580,"49.012777777778, 6.501111111111",,Projet approuvé,
FREE MOBILE,2803791,LTE 2100,LES GRANDES CORVEES,CHEMIN D EXPLOITATION DU CHEMIN DE FER,D70,,57580,"49.012777777778, 6.501111111111",,Projet approuvé,
FREE MOBILE,2803791,UMTS 900,LES GRANDES CORVEES,CHEMIN D EXPLOITATION DU CHEMIN DE FER,D70,,57580,"49.012777777778, 6.501111111111",,Projet approuvé,
FREE MOBILE,2803791,5G NR 700,LES GRANDES CORVEES,CHEMIN D EXPLOITATION DU CHEMIN DE FER,D70,,57580,"49.012777777778, 6.501111111111",,Projet approuvé,
FREE MOBILE,2803795,LTE 700,BASSE JARRIE,20 PLACE DE L OISANS,enclave SNCF,,38560,"45.084722222222, 5.741944444444",,Projet approuvé,
FREE MOBILE,2803795,LTE 1800,BASSE JARRIE,20 PLACE DE L OISANS,enclave SNCF,,38560,"45.084722222222, 5.741944444444",,Projet approuvé,
FREE MOBILE,2803795,LTE 2100,BASSE JARRIE,20 PLACE DE L OISANS,enclave SNCF,,38560,"45.084722222222, 5.741944444444",,Projet approuvé,
FREE MOBILE,2803795,LTE 2600,BASSE JARRIE,20 PLACE DE L OISANS,enclave SNCF,,38560,"45.084722222222, 5.741944444444",,Projet approuvé,
FREE MOBILE,2803795,UMTS 900,BASSE JARRIE,20 PLACE DE L OISANS,enclave SNCF,,38560,"45.084722222222, 5.741944444444",,Projet approuvé,
FREE MOBILE,2803795,5G NR 700,BASSE JARRIE,20 PLACE DE L OISANS,enclave SNCF,,38560,"45.084722222222, 5.741944444444",,Projet approuvé,
FREE MOBILE,2803809,LTE 700,Les près ronds,Petit Poirier,,,21190,"46.944444444444, 4.764722222222",,Projet approuvé,
FREE MOBILE,2803809,LTE 1800,Les près ronds,Petit Poirier,,,21190,"46.944444444444, 4.764722222222",,Projet approuvé,
FREE MOBILE,2803809,LTE 2100,Les près ronds,Petit Poirier,,,21190,"46.944444444444, 4.764722222222",,Projet approuvé,
FREE MOBILE,2803809,LTE 2600,Les près ronds,Petit Poirier,,,21190,"46.944444444444, 4.764722222222",,Projet approuvé,
FREE MOBILE,2803809,UMTS 900,Les près ronds,Petit Poirier,,,21190,"46.944444444444, 4.764722222222",,Projet approuvé,
FREE MOBILE,2803809,5G NR 700,Les près ronds,Petit Poirier,,,21190,"46.944444444444, 4.764722222222",,Projet approuvé,
FREE MOBILE,2804910,LTE 2100,LES VIGNES D ORMES,PROCHE CHEMIN DU HAUT DE BOISMONT,,,54110,"48.619444444444, 6.375277777778",,Projet approuvé,
FREE MOBILE,2804910,LTE 2600,LES VIGNES D ORMES,PROCHE CHEMIN DU HAUT DE BOISMONT,,,54110,"48.619444444444, 6.375277777778",,Projet approuvé,
FREE MOBILE,2804910,LTE 700,LES VIGNES D ORMES,PROCHE CHEMIN DU HAUT DE BOISMONT,,,54110,"48.619444444444, 6.375277777778",,Projet approuvé,
FREE MOBILE,2804910,LTE 1800,LES VIGNES D ORMES,PROCHE CHEMIN DU HAUT DE BOISMONT,,,54110,"48.619444444444, 6.375277777778",,Projet approuvé,
FREE MOBILE,2804910,UMTS 900,LES VIGNES D ORMES,PROCHE CHEMIN DU HAUT DE BOISMONT,,,54110,"48.619444444444, 6.375277777778",,Projet approuvé,
FREE MOBILE,2804910,5G NR 700,LES VIGNES D ORMES,PROCHE CHEMIN DU HAUT DE BOISMONT,,,54110,"48.619444444444, 6.375277777778",,Projet approuvé,
FREE MOBILE,2805004,LTE 2100,FOND VIEILLE,,,,13830,"43.247777777778, 5.628888888889",,Projet approuvé,
FREE MOBILE,2805004,LTE 2600,FOND VIEILLE,,,,13830,"43.247777777778, 5.628888888889",,Projet approuvé,
FREE MOBILE,2805004,LTE 700,FOND VIEILLE,,,,13830,"43.247777777778, 5.628888888889",,Projet approuvé,
FREE MOBILE,2805004,LTE 1800,FOND VIEILLE,,,,13830,"43.247777777778, 5.628888888889",,Projet approuvé,
FREE MOBILE,2805004,UMTS 900,FOND VIEILLE,,,,13830,"43.247777777778, 5.628888888889",,Projet approuvé,
FREE MOBILE,2805004,5G NR 700,FOND VIEILLE,,,,13830,"43.247777777778, 5.628888888889",,Projet approuvé,
FREE MOBILE,2805008,LTE 2600,Le Couyniou Ouest,ALLEE ROLAND CANY,,,33320,"44.907222222222, -.703055555556",,Projet approuvé,
FREE MOBILE,2805008,LTE 700,Le Couyniou Ouest,ALLEE ROLAND CANY,,,33320,"44.907222222222, -.703055555556",,Projet approuvé,
FREE MOBILE,2805008,LTE 1800,Le Couyniou Ouest,ALLEE ROLAND CANY,,,33320,"44.907222222222, -.703055555556",,Projet approuvé,
FREE MOBILE,2805008,LTE 2100,Le Couyniou Ouest,ALLEE ROLAND CANY,,,33320,"44.907222222222, -.703055555556",,Projet approuvé,
FREE MOBILE,2805008,UMTS 900,Le Couyniou Ouest,ALLEE ROLAND CANY,,,33320,"44.907222222222, -.703055555556",,Projet approuvé,
FREE MOBILE,2805008,5G NR 700,Le Couyniou Ouest,ALLEE ROLAND CANY,,,33320,"44.907222222222, -.703055555556",,Projet approuvé,
FREE MOBILE,2805010,LTE 700,,Rue de la Martinais,,,44410,"47.413888888889, -2.234444444444",,Projet approuvé,
FREE MOBILE,2805010,LTE 1800,,Rue de la Martinais,,,44410,"47.413888888889, -2.234444444444",,Projet approuvé,
FREE MOBILE,2805010,LTE 2100,,Rue de la Martinais,,,44410,"47.413888888889, -2.234444444444",,Projet approuvé,
FREE MOBILE,2805010,LTE 2600,,Rue de la Martinais,,,44410,"47.413888888889, -2.234444444444",,Projet approuvé,
FREE MOBILE,2805010,UMTS 900,,Rue de la Martinais,,,44410,"47.413888888889, -2.234444444444",,Projet approuvé,
FREE MOBILE,2805010,5G NR 700,,Rue de la Martinais,,,44410,"47.413888888889, -2.234444444444",,Projet approuvé,
FREE MOBILE,2805016,LTE 700,,62 boulevard Flandrin,,,75016,"48.868333333333, 2.274166666667",,Projet approuvé,
FREE MOBILE,2805016,LTE 1800,,62 boulevard Flandrin,,,75016,"48.868333333333, 2.274166666667",,Projet approuvé,
FREE MOBILE,2805016,LTE 2100,,62 boulevard Flandrin,,,75016,"48.868333333333, 2.274166666667",,Projet approuvé,
FREE MOBILE,2805016,LTE 2600,,62 boulevard Flandrin,,,75016,"48.868333333333, 2.274166666667",,Projet approuvé,
FREE MOBILE,2805016,UMTS 900,,62 boulevard Flandrin,,,75016,"48.868333333333, 2.274166666667",,Projet approuvé,
FREE MOBILE,2805016,5G NR 700,,62 boulevard Flandrin,,,75016,"48.868333333333, 2.274166666667",,Projet approuvé,
FREE MOBILE,2805018,LTE 700,,Rue des Beaux Champs,,,78700,"49.008333333333, 2.081388888889",,Projet approuvé,
FREE MOBILE,2805018,LTE 1800,,Rue des Beaux Champs,,,78700,"49.008333333333, 2.081388888889",,Projet approuvé,
FREE MOBILE,2805018,LTE 2100,,Rue des Beaux Champs,,,78700,"49.008333333333, 2.081388888889",,Projet approuvé,
FREE MOBILE,2805018,LTE 2600,,Rue des Beaux Champs,,,78700,"49.008333333333, 2.081388888889",,Projet approuvé,
FREE MOBILE,2805018,UMTS 900,,Rue des Beaux Champs,,,78700,"49.008333333333, 2.081388888889",,Projet approuvé,
FREE MOBILE,2805018,5G NR 700,,Rue des Beaux Champs,,,78700,"49.008333333333, 2.081388888889",,Projet approuvé,
FREE MOBILE,2805020,LTE 700,BOIS DES CUNS,,,,81260,"43.681666666667, 2.607222222222",,Projet approuvé,
FREE MOBILE,2805020,UMTS 900,BOIS DES CUNS,,,,81260,"43.681666666667, 2.607222222222",,Projet approuvé,
FREE MOBILE,2805022,LTE 700,,"3, Allee Gabriel Peri",,,93700,"48.918333333333, 2.417777777778",,Projet approuvé,
FREE MOBILE,2805022,LTE 1800,,"3, Allee Gabriel Peri",,,93700,"48.918333333333, 2.417777777778",,Projet approuvé,
FREE MOBILE,2805022,LTE 2100,,"3, Allee Gabriel Peri",,,93700,"48.918333333333, 2.417777777778",,Projet approuvé,
FREE MOBILE,2805022,LTE 2600,,"3, Allee Gabriel Peri",,,93700,"48.918333333333, 2.417777777778",,Projet approuvé,
FREE MOBILE,2805022,UMTS 900,,"3, Allee Gabriel Peri",,,93700,"48.918333333333, 2.417777777778",,Projet approuvé,
FREE MOBILE,2805022,5G NR 700,,"3, Allee Gabriel Peri",,,93700,"48.918333333333, 2.417777777778",,Projet approuvé,
FREE MOBILE,2805030,LTE 700,L ANGUEIROUN,CHEMIN DFCI DE TRAPAN,,,83230,"43.144444444444, 6.301388888889",,Projet approuvé,
FREE MOBILE,2805030,LTE 1800,L ANGUEIROUN,CHEMIN DFCI DE TRAPAN,,,83230,"43.144444444444, 6.301388888889",,Projet approuvé,
FREE MOBILE,2805030,LTE 2600,L ANGUEIROUN,CHEMIN DFCI DE TRAPAN,,,83230,"43.144444444444, 6.301388888889",,Projet approuvé,
FREE MOBILE,2805030,UMTS 900,L ANGUEIROUN,CHEMIN DFCI DE TRAPAN,,,83230,"43.144444444444, 6.301388888889",,Projet approuvé,
FREE MOBILE,2805030,UMTS 2100,L ANGUEIROUN,CHEMIN DFCI DE TRAPAN,,,83230,"43.144444444444, 6.301388888889",,Projet approuvé,
FREE MOBILE,2805371,LTE 2600,roquebert,44 CHEMIN DU BECUT,,,33360,"44.745, -.478055555556",,Projet approuvé,
FREE MOBILE,2805371,LTE 700,roquebert,44 CHEMIN DU BECUT,,,33360,"44.745, -.478055555556",,Projet approuvé,
FREE MOBILE,2805371,LTE 1800,roquebert,44 CHEMIN DU BECUT,,,33360,"44.745, -.478055555556",,Projet approuvé,
FREE MOBILE,2805371,LTE 2100,roquebert,44 CHEMIN DU BECUT,,,33360,"44.745, -.478055555556",,Projet approuvé,
FREE MOBILE,2805371,UMTS 900,roquebert,44 CHEMIN DU BECUT,,,33360,"44.745, -.478055555556",,Projet approuvé,
FREE MOBILE,2805371,5G NR 700,roquebert,44 CHEMIN DU BECUT,,,33360,"44.745, -.478055555556",,Projet approuvé,
FREE MOBILE,2805378,LTE 700,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
FREE MOBILE,2805378,LTE 1800,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
FREE MOBILE,2805378,LTE 2100,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
FREE MOBILE,2805378,LTE 2600,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
FREE MOBILE,2805378,UMTS 900,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
FREE MOBILE,2805378,5G NR 700,,Grand Route,Route de Sancerre,1309 La Borne d'en Haut,18250,"47.286388888889, 2.584722222222",,Projet approuvé,
FREE MOBILE,2806444,LTE 2100,LA SUC,PISTE DE L'HUBAC,,,6340,"43.763888888889, 7.296944444444",,Projet approuvé,
FREE MOBILE,2806444,LTE 2600,LA SUC,PISTE DE L'HUBAC,,,6340,"43.763888888889, 7.296944444444",,Projet approuvé,
FREE MOBILE,2806444,LTE 700,LA SUC,PISTE DE L'HUBAC,,,6340,"43.763888888889, 7.296944444444",,Projet approuvé,
FREE MOBILE,2806444,LTE 1800,LA SUC,PISTE DE L'HUBAC,,,6340,"43.763888888889, 7.296944444444",,Projet approuvé,
FREE MOBILE,2806444,UMTS 900,LA SUC,PISTE DE L'HUBAC,,,6340,"43.763888888889, 7.296944444444",,Projet approuvé,
FREE MOBILE,2806444,5G NR 700,LA SUC,PISTE DE L'HUBAC,,,6340,"43.763888888889, 7.296944444444",,Projet approuvé,
FREE MOBILE,2806446,LTE 700,AUTAGNES,CHEMIN DU CHOMEIL,,,7200,"44.653333333333, 4.426944444444",,Projet approuvé,
FREE MOBILE,2806446,LTE 1800,AUTAGNES,CHEMIN DU CHOMEIL,,,7200,"44.653333333333, 4.426944444444",,Projet approuvé,
FREE MOBILE,2806446,LTE 2100,AUTAGNES,CHEMIN DU CHOMEIL,,,7200,"44.653333333333, 4.426944444444",,Projet approuvé,
FREE MOBILE,2806446,LTE 2600,AUTAGNES,CHEMIN DU CHOMEIL,,,7200,"44.653333333333, 4.426944444444",,Projet approuvé,
FREE MOBILE,2806446,UMTS 900,AUTAGNES,CHEMIN DU CHOMEIL,,,7200,"44.653333333333, 4.426944444444",,Projet approuvé,
FREE MOBILE,2806446,5G NR 700,AUTAGNES,CHEMIN DU CHOMEIL,,,7200,"44.653333333333, 4.426944444444",,Projet approuvé,
FREE MOBILE,2806448,LTE 700,FERRUCCIO,CHEMIN COMMUNAL DE FERRUCCIO,,,20137,"41.634722222222, 9.241666666667",,Projet approuvé,
FREE MOBILE,2806448,LTE 1800,FERRUCCIO,CHEMIN COMMUNAL DE FERRUCCIO,,,20137,"41.634722222222, 9.241666666667",,Projet approuvé,
FREE MOBILE,2806448,LTE 2100,FERRUCCIO,CHEMIN COMMUNAL DE FERRUCCIO,,,20137,"41.634722222222, 9.241666666667",,Projet approuvé,
FREE MOBILE,2806448,LTE 2600,FERRUCCIO,CHEMIN COMMUNAL DE FERRUCCIO,,,20137,"41.634722222222, 9.241666666667",,Projet approuvé,
FREE MOBILE,2806448,UMTS 900,FERRUCCIO,CHEMIN COMMUNAL DE FERRUCCIO,,,20137,"41.634722222222, 9.241666666667",,Projet approuvé,
FREE MOBILE,2806448,5G NR 700,FERRUCCIO,CHEMIN COMMUNAL DE FERRUCCIO,,,20137,"41.634722222222, 9.241666666667",,Projet approuvé,
FREE MOBILE,2806452,LTE 700,,Rue de Bougainville,,,33000,"44.874166666667, -.56",,Projet approuvé,
FREE MOBILE,2806452,LTE 1800,,Rue de Bougainville,,,33000,"44.874166666667, -.56",,Projet approuvé,
FREE MOBILE,2806452,LTE 2100,,Rue de Bougainville,,,33000,"44.874166666667, -.56",,Projet approuvé,
FREE MOBILE,2806452,LTE 2600,,Rue de Bougainville,,,33000,"44.874166666667, -.56",,Projet approuvé,
FREE MOBILE,2806452,UMTS 900,,Rue de Bougainville,,,33000,"44.874166666667, -.56",,Projet approuvé,
FREE MOBILE,2806452,5G NR 700,,Rue de Bougainville,,,33000,"44.874166666667, -.56",,Projet approuvé,
FREE MOBILE,2806454,LTE 700,Les Fouillous,D50F,circuit proche A48,,38140,"45.372222222222, 5.483888888889",,Projet approuvé,
FREE MOBILE,2806454,LTE 1800,Les Fouillous,D50F,circuit proche A48,,38140,"45.372222222222, 5.483888888889",,Projet approuvé,
FREE MOBILE,2806454,LTE 2100,Les Fouillous,D50F,circuit proche A48,,38140,"45.372222222222, 5.483888888889",,Projet approuvé,
FREE MOBILE,2806454,LTE 2600,Les Fouillous,D50F,circuit proche A48,,38140,"45.372222222222, 5.483888888889",,Projet approuvé,
FREE MOBILE,2806454,UMTS 900,Les Fouillous,D50F,circuit proche A48,,38140,"45.372222222222, 5.483888888889",,Projet approuvé,
FREE MOBILE,2806454,5G NR 700,Les Fouillous,D50F,circuit proche A48,,38140,"45.372222222222, 5.483888888889",,Projet approuvé,
FREE MOBILE,2806456,LTE 700,,17 Avenue des Martyrs,,,38000,"45.198333333333, 5.701944444444",,Projet approuvé,
FREE MOBILE,2806456,LTE 1800,,17 Avenue des Martyrs,,,38000,"45.198333333333, 5.701944444444",,Projet approuvé,
FREE MOBILE,2806456,LTE 2100,,17 Avenue des Martyrs,,,38000,"45.198333333333, 5.701944444444",,Projet approuvé,
FREE MOBILE,2806456,LTE 2600,,17 Avenue des Martyrs,,,38000,"45.198333333333, 5.701944444444",,Projet approuvé,
FREE MOBILE,2806456,UMTS 900,,17 Avenue des Martyrs,,,38000,"45.198333333333, 5.701944444444",,Projet approuvé,
FREE MOBILE,2806456,5G NR 700,,17 Avenue des Martyrs,,,38000,"45.198333333333, 5.701944444444",,Projet approuvé,
FREE MOBILE,2806460,LTE 700,LE CHAUFOUR,RUE DE LA CARRIERE,D1001,,80132,"50.190833333333, 1.793611111111",,Projet approuvé,
FREE MOBILE,2806460,LTE 1800,LE CHAUFOUR,RUE DE LA CARRIERE,D1001,,80132,"50.190833333333, 1.793611111111",,Projet approuvé,
FREE MOBILE,2806460,LTE 2100,LE CHAUFOUR,RUE DE LA CARRIERE,D1001,,80132,"50.190833333333, 1.793611111111",,Projet approuvé,
FREE MOBILE,2806460,LTE 2600,LE CHAUFOUR,RUE DE LA CARRIERE,D1001,,80132,"50.190833333333, 1.793611111111",,Projet approuvé,
FREE MOBILE,2806460,UMTS 900,LE CHAUFOUR,RUE DE LA CARRIERE,D1001,,80132,"50.190833333333, 1.793611111111",,Projet approuvé,
FREE MOBILE,2806460,5G NR 700,LE CHAUFOUR,RUE DE LA CARRIERE,D1001,,80132,"50.190833333333, 1.793611111111",,Projet approuvé,
FREE MOBILE,2806466,LTE 700,LA GROSSE BORNE,RUE DE NANCY,,,88630,"48.471111111111, 5.771388888889",,Projet approuvé,
FREE MOBILE,2806466,LTE 1800,LA GROSSE BORNE,RUE DE NANCY,,,88630,"48.471111111111, 5.771388888889",,Projet approuvé,
FREE MOBILE,2806466,LTE 2100,LA GROSSE BORNE,RUE DE NANCY,,,88630,"48.471111111111, 5.771388888889",,Projet approuvé,
FREE MOBILE,2806466,LTE 2600,LA GROSSE BORNE,RUE DE NANCY,,,88630,"48.471111111111, 5.771388888889",,Projet approuvé,
FREE MOBILE,2806466,UMTS 900,LA GROSSE BORNE,RUE DE NANCY,,,88630,"48.471111111111, 5.771388888889",,Projet approuvé,
FREE MOBILE,2806466,5G NR 700,LA GROSSE BORNE,RUE DE NANCY,,,88630,"48.471111111111, 5.771388888889",,Projet approuvé,
FREE MOBILE,2806723,LTE 2100,,r Edith Piaf,tour Stonge,,86000,"46.567777777778, .310833333333",,Projet approuvé,
FREE MOBILE,2806723,LTE 2600,,r Edith Piaf,tour Stonge,,86000,"46.567777777778, .310833333333",,Projet approuvé,
FREE MOBILE,2806723,LTE 700,,r Edith Piaf,tour Stonge,,86000,"46.567777777778, .310833333333",,Projet approuvé,
FREE MOBILE,2806723,LTE 1800,,r Edith Piaf,tour Stonge,,86000,"46.567777777778, .310833333333",,Projet approuvé,
FREE MOBILE,2806723,UMTS 900,,r Edith Piaf,tour Stonge,,86000,"46.567777777778, .310833333333",,Projet approuvé,
FREE MOBILE,2806723,5G NR 700,,r Edith Piaf,tour Stonge,,86000,"46.567777777778, .310833333333",,Projet approuvé,
FREE MOBILE,2823199,LTE 2600,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,En service,
FREE MOBILE,2823199,LTE 700,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,En service,
FREE MOBILE,2823199,LTE 1800,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,En service,
FREE MOBILE,2823199,LTE 2100,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,En service,
FREE MOBILE,2823199,UMTS 900,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,En service,
FREE MOBILE,2823199,5G NR 700,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,Techniquement opérationnel,
FREE MOBILE,2823199,UMTS 2100,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,En service,
FREE MOBILE,2823199,5G NR 3500,,4 Rue Eugène Carrière,RUE STEINLEN,,75018,"48.888888888889, 2.332222222222",,Techniquement opérationnel,
FREE MOBILE,2823213,LTE 700,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,En service,
FREE MOBILE,2823213,LTE 1800,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,En service,
FREE MOBILE,2823213,LTE 2100,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,Projet approuvé,
FREE MOBILE,2823213,LTE 2600,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,En service,
FREE MOBILE,2823213,UMTS 900,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,En service,
FREE MOBILE,2823213,5G NR 700,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,Techniquement opérationnel,
FREE MOBILE,2823213,UMTS 2100,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,En service,
FREE MOBILE,2823213,5G NR 3500,,213 Route de Monteux,,,84200,"44.045555555556, 5.027777777778",,Techniquement opérationnel,
FREE MOBILE,2823236,LTE 2600,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,En service,
FREE MOBILE,2823236,LTE 700,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,En service,
FREE MOBILE,2823236,LTE 1800,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,En service,
FREE MOBILE,2823236,LTE 2100,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,En service,
FREE MOBILE,2823236,UMTS 900,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,En service,
FREE MOBILE,2823236,5G NR 700,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,Techniquement opérationnel,
FREE MOBILE,2823236,5G NR 3500,LA TOURRE,5 S3 Impasse de l'Agly,,,66420,"42.780555555556, 3.03",,Techniquement opérationnel,
FREE MOBILE,2824682,LTE 2100,MONTBRIAN,ROUTE DEPARTEMENTALE N 933,,,1480,"46.040833333333, 4.758333333333",,Projet approuvé,
FREE MOBILE,2824682,LTE 2600,MONTBRIAN,ROUTE DEPARTEMENTALE N 933,,,1480,"46.040833333333, 4.758333333333",,Projet approuvé,
FREE MOBILE,2824682,LTE 700,MONTBRIAN,ROUTE DEPARTEMENTALE N 933,,,1480,"46.040833333333, 4.758333333333",,Projet approuvé,
FREE MOBILE,2824682,LTE 1800,MONTBRIAN,ROUTE DEPARTEMENTALE N 933,,,1480,"46.040833333333, 4.758333333333",,Projet approuvé,
